　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表4—1    全国分年龄、性别、受教育程度的6岁及6岁以上人口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位:人
年   龄   别,合      计,,,未上过学,,,扫   盲   班,,,小      学,,,初      中,,,高      中,,,中      专,,,大学专科,,,大学本科,,,研   究   生,,
,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 ,合计,男,女 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
总      计,1156700293,593469678,563230615,89629436,25386944,64242492,20767295,6327997,14439298,441613351,217034413,224578938,422386607,238026237,184360370,99073845,59601039,39472806,39209614,19946276,19263338,28985486,17320758,11664728,14150726,9208762,4941964,883933,617252,266681
37岁,7662275,4024318,3637957,60344,17854,42490,12417,3525,8892,694265,308950,385315,3119430,1655624,1463806,2220230,1118302,1101928,408513,199836,208677,733939,431257,302682,360771,247906,112865,52366,41064,11302
38岁,5404183,2863066,2541117,55311,15365,39946,11605,3069,8536,535019,231569,303450,2031396,1099621,931775,1742926,897408,845518,274282,134315,139967,494069,297803,196266,229118,159543,69575,30457,24373,6084
39岁,3246519,1694364,1552155,34782,9469,25313,7580,1899,5681,312325,132551,179774,1117773,601996,515777,1191843,605860,585983,159962,74968,84994,282856,170677,112179,125265,85756,39509,14133,11188,2945
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44岁,22500579,11755768,10744811,366085,100744,265341,98286,23945,74341,3124400,1345598,1778802,8580981,4643230,3937751,6962729,3629188,3333541,1040314,491614,548700,1655606,1052118,603488,605746,415691,190055,66432,53640,12792
40岁,4307368,2265042,2042326,51974,15820,36154,12123,3381,8742,464283,207563,256720,1540662,833091,707571,1570084,806710,763374,195045,92493,102552,327444,203932,123512,132022,91009,41013,13731,11043,2688
41岁,3811898,2000690,1811208,52232,14838,37394,13585,3358,10227,471015,205894,265121,1394428,755642,638786,1334715,694291,640424,167641,80014,87627,269325,170660,98665,97987,67139,30848,10970,8854,2116
42岁,4800855,2528034,2272821,78622,22780,55842,20536,5323,15213,665955,292661,373294,1831284,1000678,830606,1528088,798777,729311,210920,100524,110396,337908,217194,120714,114339,79439,34900,13203,10658,2545
43岁,5064646,2632421,2432225,91465,24249,67216,25906,6102,19804,764936,323080,441856,1980050,1073208,906842,1441472,751028,690444,237227,111756,125471,374458,238533,135925,133674,91884,41790,15458,12581,2877
44岁,4515812,2329581,2186231,91792,23057,68735,26136,5781,20355,758211,316400,441811,1834557,980611,853946,1088370,578382,509988,229481,106827,122654,346471,221799,124672,127724,86220,41504,13070,10504,2566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49岁,20860546,10676591,10183955,600383,141719,458664,174333,39349,134984,4892940,2098699,2794241,9302998,4992189,4310809,2717026,1540888,1176138,1125440,518577,606863,1488848,969443,519405,520932,345634,175298,37646,30093,7553
45岁,4687575,2425069,2262506,107615,26447,81168,30850,6974,23876,892526,378210,514316,2008694,1078207,930487,899032,495528,403504,251243,115133,136110,356686,229106,127580,129333,86181,43152,11596,9283,2313
46岁,4673507,2397386,2276121,117325,27786,89539,34391,7646,26745,984657,420015,564642,2098800,1120372,978428,695495,390442,305053,260361,118493,141868,349546,224128,125418,123370,80910,42460,9562,7594,1968
47岁,4040265,2058691,1981574,118555,27589,90966,34467,7676,26791,983329,424449,558880,1834590,980403,854187,466738,267954,198784,217490,99404,118086,280668,181731,98937,97712,64153,33559,6716,5332,1384
48岁,4021461,2050742,1970719,135880,31924,103956,39292,8863,30429,1076782,467317,609465,1820994,982934,838060,371222,218032,153190,214514,99829,114685,265942,176217,89725,91410,61209,30201,5425,4417,1008
49岁,3437738,1744703,1693035,121008,27973,93035,35333,8190,27143,955646,408708,546938,1539920,830273,709647,284539,168932,115607,181832,85718,96114,236006,158261,77745,79107,53181,25926,4347,3467,880
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54岁,14481727,7387751,7093976,624830,143439,481391,165191,39730,125461,4770806,2115930,2654876,5120924,2780666,2340258,1296771,758312,538459,1146962,603556,543406,946074,655970,290104,394604,276968,117636,15565,13180,2385
50岁,3443619,1766050,1677569,135701,33852,101849,36877,9192,27685,1027130,448105,579025,1453277,791107,662170,286874,171987,114887,182522,90304,92218,237678,163101,74577,79655,55179,24476,3905,3223,682
51岁,3207847,1643531,1564316,131938,31817,100121,35483,8895,26588,1052355,466342,586013,1151487,627906,523581,288651,169062,119589,252306,131905,120401,218120,151636,66484,74020,53009,21011,3487,2959,528
52岁,2722070,1376879,1345191,118885,26954,91931,31496,7627,23869,941739,416657,525082,868954,467088,401866,254142,145908,108234,263599,141226,122373,179612,124592,55020,61132,44699,16433,2511,2128,383
53岁,2662064,1357277,1304787,119781,26107,93674,31084,7227,23857,928799,417956,510843,839971,455198,384773,247338,142886,104452,252433,136782,115651,168810,118083,50727,71356,50897,20459,2492,2141,351
54岁,2446127,1244014,1202113,118525,24709,93816,30251,6789,23462,820783,366870,453913,807235,439367,367868,219766,128469,91297,196102,103339,92763,141854,98558,43296,108441,73184,35257,3170,2729,441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59岁,10342367,5148740,5193627,740049,146722,593327,180205,42083,138122,3361640,1484510,1877130,3077137,1674131,1403006,993872,590413,403459,904419,451424,452995,542344,380139,162205,532050,369968,162082,10651,9350,1301
55岁,2201109,1105638,1095471,124380,25428,98952,30515,7029,23486,712669,313264,399405,727674,395818,331856,202788,117989,84799,168897,84097,84800,121118,83567,37551,110032,75781,34251,3036,2665,371
56岁,2112837,1056405,1056432,137177,27536,109641,33746,7849,25897,679294,301509,377785,667267,363456,303811,205649,120503,85146,173802,84223,89579,111499,77779,33720,101860,71316,30544,2543,2234,309
57岁,1947304,968007,979297,136874,27116,109758,33625,8037,25588,618513,272389,346124,576160,311380,264780,200343,119183,81160,180412,88452,91960,103573,72798,30775,95867,66930,28937,1937,1722,215
58岁,2029910,1001929,1027981,157710,31156,126554,37988,8847,29141,657213,288475,368738,570655,308198,262457,201571,120777,80794,193887,97332,96555,104254,73268,30986,104967,72445,32522,1665,1431,234
59岁,2051207,1016761,1034446,183908,35486,148422,44331,10321,34010,693951,308873,385078,535381,295279,240102,183521,111961,71560,187421,97320,90101,101900,72727,29173,119324,83496,35828,1470,1298,172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64岁,9911383,4915764,4995619,1323522,264091,1059431,316703,77757,238946,3603773,1640680,1963093,2102550,1228832,873718,680122,440990,239132,798260,459108,339152,468532,344342,124190,610497,453867,156630,7424,6097,1327
60岁,2107268,1045466,1061802,225555,45979,179576,51612,12727,38885,738893,331899,406994,512953,288725,224228,168106,104519,63587,178720,95337,83383,101226,72511,28715,128792,92546,36246,1411,1223,188
61岁,1841171,900480,940691,210798,41408,169390,50454,12132,38322,658398,289507,368891,407247,226239,181008,134677,84174,50503,158052,86228,71824,92655,66434,26221,127574,93251,34323,1316,1107,209
62岁,2050846,1017394,1033452,269961,54748,215213,65830,15968,49862,753641,338856,414785,424300,246370,177930,136764,89120,47644,168340,98261,70079,98213,72721,25492,132280,100120,32160,1517,1230,287
63岁,1937312,969932,967380,286556,57323,229233,68705,17219,51486,717445,332691,384754,381092,231077,150015,121947,81557,40390,152318,92457,59861,90276,67658,22618,117445,88711,28734,1528,1239,289
64岁,1974786,982492,992294,330652,64633,266019,80102,19711,60391,735396,347727,387669,376958,236421,140537,118628,81620,37008,140830,86825,54005,86162,65018,21144,104406,79239,25167,1652,1298,354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65岁及以上,19508687,9349463,10159224,6317303,1292465,5024838,1185001,352615,832386,6434806,3665930,2768876,2889383,2090774,798609,1019515,742268,277247,565512,354649,210863,517499,404722,112777,565120,434347,130773,14548,11693,2855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表4—1b    全国分年龄、性别、受教育程度的6岁及6岁以上人口（镇）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位:人
年   龄   别,合      计,,,未上过学,,,扫   盲   班,,,小      学,,,初      中,,,高      中,,,中      专,,,大学专科,,,大学本科,,,研   究   生,,
,合计,男,女,合计,男,女,合计,男,女,合计,男,女,合计,男,女,合计,男,女,合计,男,女,合计,男,女,合计,男,女,合计,男,女
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
总      计,154912145,79188927,75723218,8674839,2224008,6450831,1825202,522095,1303107,46706064,22650996,24055068,60682923,32100690,28582233,20315199,11978634,8336565,8959320,4556797,4402523,6176516,4002198,2174318,1546267,1133156,413111,25815,20353,5462
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-9岁,9264281,4977877,4286404,475920,253120,222800,          ,          ,          ,8783548,4722135,4061413,4763,2600,2163,1,          ,1,49,22,27,          ,          ,          ,          ,          ,          ,          ,          ,          
6岁,2148696,1158759,989937,402692,216726,185966,          ,          ,          ,1745982,942022,803960,16,8,8,          ,          ,          ,6,3,3,          ,          ,          ,          ,          ,          ,          ,          ,          
7岁,2296061,1233012,1063049,47541,23976,23565,          ,          ,          ,2248489,1209024,1039465,19,8,11,          ,          ,          ,12,4,8,          ,          ,          ,          ,          ,          ,          ,          ,          
8岁,2330332,1252337,1077995,15564,7510,8054,          ,          ,          ,2314731,1244811,1069920,26,11,15,1,          ,1,10,5,5,          ,          ,          ,          ,          ,          ,          ,          ,          
9岁,2489192,1333769,1155423,10123,4908,5215,          ,          ,          ,2474346,1326278,1148068,4702,2573,2129,          ,          ,          ,21,10,11,          ,          ,          ,          ,          ,          ,          ,          ,          
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-14岁,15490776,8143401,7347375,49854,23974,25880,          ,          ,          ,8897004,4729575,4167429,6350676,3291550,3059126,171939,90560,81379,21139,7698,13441,160,42,118,4,2,2,          ,          ,          
10岁,3174546,1688380,1486166,10864,5360,5504,          ,          ,          ,3123135,1662834,1460301,40519,20172,20347,1,          ,1,27,14,13,          ,          ,          ,          ,          ,          ,          ,          ,          
11岁,3082118,1625816,1456302,9338,4504,4834,          ,          ,          ,2751132,1460955,1290177,321609,160337,161272,10,7,3,24,10,14,3,3,          ,2,          ,2,          ,          ,          
12岁,3033871,1592526,1441345,9534,4595,4939,          ,          ,          ,1781249,954477,826772,1242975,633399,609576,48,25,23,58,26,32,7,4,3,          ,          ,          ,          ,          ,          
13岁,3255912,1699202,1556710,10083,4831,5252,          ,          ,          ,861039,457572,403467,2364156,1226336,1137820,18184,9553,8631,2440,908,1532,10,2,8,          ,          ,          ,          ,          ,          
14岁,2944329,1537477,1406852,10035,4684,5351,          ,          ,          ,380449,193737,186712,2381417,1251306,1130111,153696,80975,72721,18590,6740,11850,140,33,107,2,2,          ,          ,          ,          
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19岁,14627068,7482768,7144300,49563,22955,26608,3928,1698,2230,1011575,453218,558357,7362110,3660650,3701460,4566293,2652121,1914172,1362675,561133,801542,197144,90605,106539,73694,40350,33344,86,38,48
15岁,2706430,1421531,1284899,9046,4202,4844,362,163,199,219932,105761,114171,1766751,941837,824914,613003,332160,280843,93361,36147,57214,3858,1201,2657,117,60,57,          ,          ,          
16岁,2911685,1523226,1388459,9224,4316,4908,724,299,425,185331,83018,102313,1366906,707842,659064,1125955,636897,489058,213351,86945,126406,9496,3542,5954,698,367,331,          ,          ,          
17岁,3027791,1556737,1471054,9093,4171,4922,739,301,438,183834,79380,104454,1308322,635153,673169,1200543,703131,497412,299474,123064,176410,20574,8766,11808,5211,2770,2441,1,1,          
18岁,3371518,1698079,1673439,11541,5333,6208,1038,474,564,221015,95869,125146,1571285,740634,830651,1069431,642725,426706,401208,166854,234354,66343,30332,36011,29653,15855,13798,4,3,1
19岁,2609644,1283195,1326449,10659,4933,5726,1065,461,604,201463,89190,112273,1348846,635184,713662,557361,337208,220153,355281,148123,207158,96873,46764,50109,38015,21298,16717,81,34,47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-24岁,13461688,6547420,6914268,77811,31845,45966,14412,6400,8012,1330932,575847,755085,7145388,3435118,3710270,1953588,1115884,837704,1897496,836297,1061199,855963,436510,419453,184487,108678,75809,1611,841,770
20岁,2454934,1183947,1270987,12778,5534,7244,1854,790,1064,219658,96140,123518,1328677,627548,701129,389997,228400,161597,358671,151831,206840,110785,54938,55847,32393,18699,13694,121,67,54
21岁,2615522,1258838,1356684,13387,5745,7642,2357,1092,1265,235164,103259,131905,1397963,666414,731549,383384,218605,164779,410318,175008,235310,141318,70129,71189,31456,18490,12966,175,96,79
22岁,2671197,1292913,1378284,15362,6250,9112,2968,1309,1659,259890,112151,147739,1415945,681574,734371,376969,213449,163520,398563,174801,223762,167837,83976,83861,33325,19235,14090,338,168,170
23岁,2640101,1291847,1348254,16205,6528,9677,3147,1393,1754,272633,117892,154741,1387905,673156,714749,368734,208788,159946,360464,162880,197584,191842,98222,93620,38725,22759,15966,446,229,217
24岁,3079934,1519875,1560059,20079,7788,12291,4086,1816,2270,343587,146405,197182,1614898,786426,828472,434504,246642,187862,369480,171777,197703,244181,129245,114936,48588,29495,19093,531,281,250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29岁,17583033,8846362,8736671,147944,52341,95603,34745,12916,21829,2453618,1028551,1425067,9165738,4555605,4610133,2610323,1489558,1120765,1515459,733871,781588,1371851,786781,585070,279470,184260,95210,3885,2479,1406
25岁,3190176,1580972,1609204,23706,9039,14667,5088,2131,2957,391619,166224,225395,1665349,811316,854033,461648,261074,200574,328480,156029,172451,262614,142802,119812,51065,32000,19065,607,357,250
26岁,3452471,1721325,1731146,26314,9623,16691,5885,2350,3535,450748,189649,261099,1803000,882785,920215,510148,289198,220950,318269,153293,164976,282927,158809,124118,54481,35220,19261,699,398,301
27岁,3534873,1782156,1752717,29671,10423,19248,6985,2632,4353,488536,205331,283205,1844547,917901,926646,529678,301480,228198,300009,145789,154220,278889,161039,117850,55767,37041,18726,791,520,271
28岁,3694174,1873930,1820244,33633,11521,22112,8078,2873,5205,540823,226108,314715,1925794,967489,958305,554866,319192,235674,294793,143799,150994,277367,163415,113952,57949,38955,18994,871,578,293
29岁,3711339,1887979,1823360,34620,11735,22885,8709,2930,5779,581892,241239,340653,1927048,976114,950934,553983,318614,235369,273908,134961,138947,270054,160716,109338,60208,41044,19164,917,626,291
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34岁,18365543,9406234,8959309,201715,65254,136461,58920,17338,41582,3372148,1397780,1974368,9422794,4821119,4601675,2634291,1505058,1129233,1045259,535285,509974,1274942,805019,469923,349859,254978,94881,5615,4403,1212
30岁,4105614,2101486,2004128,42791,14719,28072,10955,3526,7429,695353,291526,403827,2109508,1078588,1030920,612042,351258,260784,274565,136799,137766,291617,177319,114298,67776,47030,20746,1007,721,286
31岁,3637876,1855952,1781924,37034,12140,24894,10865,3372,7493,664451,276972,387479,1844159,939000,905159,534831,304476,230355,216303,109082,107221,261670,161821,99849,67571,48337,19234,992,752,240
32岁,3995802,2054379,1941423,43112,14069,29043,12519,3710,8809,750123,313322,436801,2035221,1044907,990314,578496,331426,247070,217453,112263,105190,279582,177055,102527,78058,56675,21383,1238,952,286
33岁,3073532,1574482,1499050,36572,11433,25139,11143,3111,8032,598778,245741,353037,1587113,814932,772181,416308,237421,178887,155813,81796,74017,204846,132936,71910,61952,46281,15671,1007,831,176
34岁,3552719,1819935,1732784,42206,12893,29313,13438,3619,9819,663443,270219,393224,1846793,943692,903101,492614,280477,212137,181125,95345,85780,237227,155888,81339,74502,56655,17847,1371,1147,224
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39岁,15747818,8127864,7619954,216171,55534,160637,74701,16102,58599,2602906,1001819,1601087,7386658,3797463,3589195,3351303,1876086,1475217,833489,454541,378948,1007966,704057,303909,266881,215479,51402,7743,6783,960
35岁,3608878,1862748,1746130,43146,12728,30418,14245,3513,10732,629267,254726,374541,1848463,945425,903038,570521,326192,244329,191592,103111,88481,238527,159869,78658,71415,55734,15681,1702,1450,252
36岁,3517749,1810067,1707682,43268,12005,31263,14499,3460,11039,567803,223181,344622,1729523,877117,852406,660070,370740,289330,196927,106337,90590,238345,163439,74906,65526,52247,13279,1788,1541,247
37岁,4021998,2075346,1946652,50400,12852,37548,17580,3635,13945,620929,236895,384034,1870261,955348,914913,907443,501628,405815,219000,119565,99435,265639,187173,78466,68601,56347,12254,2145,1903,242
38岁,3002153,1558704,1443449,48098,11087,37011,17397,3319,14078,499345,184016,315329,1300970,681529,619441,764192,427889,336303,149687,83828,65859,178470,130061,48409,42514,35634,6880,1480,1341,139
39岁,1597040,820999,776041,31259,6862,24397,10980,2175,8805,285562,103001,182561,637441,338044,299397,449077,249637,199440,76283,41700,34583,86985,63515,23470,18825,15517,3308,628,548,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44岁,11018031,5743415,5274616,336907,75545,261362,128173,26486,101687,2767492,1082983,1684509,4145585,2338288,1807297,2503858,1458486,1045372,533469,298319,235150,505114,382426,122688,94135,77980,16155,3298,2902,396
40岁,2038556,1065841,972715,46928,11558,35370,16978,3668,13310,404534,157935,246599,784967,429451,355516,571573,321450,250123,94132,51975,42157,99325,73212,26113,19445,15985,3460,674,607,67
41岁,1822375,955380,866995,47471,10968,36503,17899,3819,14080,407749,159859,247890,679092,378998,300094,484446,277582,206864,84193,46723,37470,85195,63766,21429,15751,13152,2599,579,513,66
42岁,2352144,1237755,1114389,71861,17051,54810,26794,5822,20972,586105,233509,352596,886746,503928,382818,544218,317797,226421,111362,62854,48508,105391,80320,25071,18968,15868,3100,699,606,93
43岁,2527886,1314049,1213837,85147,18438,66709,33159,6669,26490,689414,268538,420876,950859,543524,407335,508882,301631,207251,125291,70366,54925,113532,86809,26723,20866,17445,3421,736,629,107
44岁,2277070,1170390,1106680,85500,17530,67970,33343,6508,26835,679690,263142,416548,843921,482387,361534,394739,240026,154713,118491,66401,52090,101671,78319,23352,19105,15530,3575,610,547,63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49岁,10848160,5568733,5279427,557051,114850,442201,209089,43280,165809,4110116,1707264,2402852,3850804,2294198,1556606,1138793,751855,386938,525016,298670,226346,384598,300775,83823,70923,56337,14586,1770,1504,266
45岁,2411093,1248504,1162589,101791,21144,80647,39126,7870,31256,793361,318138,475223,878230,512426,365804,353660,226002,127658,125436,70073,55363,100017,77143,22874,18891,15204,3687,581,504,77
46岁,2379832,1223360,1156472,110073,21971,88102,42404,8201,34203,852402,348570,503832,856094,503613,352481,287915,187706,100209,122309,68621,53688,91507,71100,20407,16688,13200,3488,440,378,62
47岁,2118274,1082832,1035442,110202,22233,87969,41608,8514,33094,827632,346001,481631,748654,446409,302245,204459,136474,67985,101636,57435,44201,70799,55312,15487,12972,10188,2784,312,266,46
48岁,2158841,1108223,1050618,125664,26415,99249,46324,9938,36386,881950,374889,507061,756200,459292,296908,169273,116297,52976,98852,57508,41344,67909,53835,14074,12396,9825,2571,273,224,49
49岁,1780120,905814,874306,109321,23087,86234,39627,8757,30870,754771,319666,435105,611626,372458,239168,123486,85376,38110,76783,45033,31750,54366,43385,10981,9976,7920,2056,164,132,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54岁,7854021,4074563,3779458,582944,127842,455102,175261,42331,132930,3545172,1593053,1952119,2348700,1453309,895391,509568,360373,149195,400135,254651,145484,236048,196487,39561,55611,46074,9537,582,443,139
50岁,1839846,948848,890998,123474,28446,95028,41187,9839,31348,797294,346937,450357,603436,371134,232302,125304,87540,37764,81179,49751,31428,57161,46497,10664,10653,8582,2071,158,122,36
51岁,1735852,904007,831845,121423,27625,93798,37688,9427,28261,788260,354250,434010,521488,322878,198610,115781,81871,33910,85425,53725,31700,54919,45250,9669,10724,8865,1859,144,116,28
52岁,1486182,768219,717963,111377,24435,86942,33047,7948,25099,692557,312652,379905,416183,256406,159777,96949,68692,28257,80922,51785,29137,45867,38396,7471,9164,7817,1347,116,88,28
53岁,1448149,754155,693994,113226,24061,89165,32097,7809,24288,669560,306208,363352,408645,253853,154792,90651,64758,25893,81372,52876,28496,42277,35875,6402,10242,8659,1583,79,56,23
54岁,1343992,699334,644658,113444,23275,90169,31242,7308,23934,597501,273006,324495,398948,249038,149910,80883,57512,23371,71237,46514,24723,35824,30469,5355,14828,12151,2677,85,61,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59岁,5662022,2928419,2733603,688858,145939,542919,175384,43632,131752,2369201,1126829,1242372,1533620,964539,569081,369348,267324,102024,330531,214231,116300,127910,109177,18733,66771,56457,10314,399,291,108
55岁,1235142,639926,595216,119581,24932,94649,32048,7550,24498,528960,242470,286490,372548,233104,139444,74777,53458,21319,62045,40174,21871,29602,25214,4388,15495,12958,2537,86,66,20
56岁,1184735,617135,567600,128296,26624,101672,33786,8251,25535,499401,235968,263433,345746,217646,128100,74943,54024,20919,61774,39871,21903,26093,22342,3751,14605,12349,2256,91,60,31
57岁,1069812,552756,517056,130835,27756,103079,32771,8139,24632,440987,210291,230696,291738,182178,109560,73496,53082,20414,64010,40723,23287,23683,20158,3525,12220,10381,1839,72,48,24
58岁,1088505,560419,528086,146275,31253,115022,36094,9184,26910,446301,214887,231414,275425,172528,102897,76322,55279,21043,71660,46341,25319,24256,20610,3646,12102,10280,1822,70,57,13
59岁,1083828,558183,525645,163871,35374,128497,40685,10508,30177,453552,223213,230339,248163,159083,89080,69810,51481,18329,71042,47122,23920,24276,20853,3423,12349,10489,1860,80,60,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64岁,5033169,2603613,2429556,1065613,248265,817348,244764,71568,173196,2127146,1128837,998309,903942,622238,281704,226509,173496,53013,286777,203934,82843,114617,99580,15037,63441,55402,8039,360,293,67
60岁,1127432,583372,544060,197799,45323,152476,45756,12705,33051,471706,239112,232594,237543,156504,81039,63960,47680,16280,70789,47960,22829,25927,22210,3717,13870,11820,2050,82,58,24
61岁,916531,471142,445389,175213,39660,135553,40698,11435,29263,392482,203067,189415,172322,115219,57103,44488,33181,11307,56111,38459,17652,22180,18914,3266,12967,11149,1818,70,58,12
62岁,1043731,543206,500525,218381,51668,166713,50043,14641,35402,446542,237490,209052,183598,126753,56845,45436,34967,10469,60470,43383,17087,24886,21655,3231,14304,12590,1714,71,59,12
63岁,969696,503804,465892,226181,53645,172536,51286,15449,35837,409979,223927,186052,158404,112420,45984,37867,29793,8074,52086,38626,13460,21596,19053,2543,12241,10844,1397,56,47,9
64岁,975779,502089,473690,248039,57969,190070,56981,17338,39643,406437,225241,181196,152075,111342,40733,34758,27875,6883,47321,35506,11815,20028,17748,2280,10059,8999,1060,81,71,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65岁及以上,9956535,4738258,5218277,4224488,1006544,3217944,705825,240344,465481,3335206,2103105,1232101,1062145,864013,198132,279385,237833,41552,207826,158145,49681,100203,90739,9464,40991,37159,3832,466,376,90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表4—1c    全国分年龄、性别、受教育程度的6岁及6岁以上人口（乡村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,单位:人
年   龄   别,合      计,,,未上过学,,,扫   盲   班,,,小      学,,,初      中,,,高      中,,,中      专,,,大学专科,,,大学本科,,,研   究   生,,
,合计,男,女,合计,男,女,合计,男,女,合计,男,女,合计,男,女,合计,男,女,合计,男,女,合计,男,女,合计,男,女,合计,男,女
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
总      计,725179200,372860745,352318455,69302646,20332240,48970406,16684699,5179385,11505314,333589045,164320772,169268273,260249024,152360172,107888852,33070572,22851916,10218656,8490973,5181570,3309403,3248074,2234039,1014035,522866,387472,135394,21301,13179,8122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-9岁,51761838,27718513,24043325,3150056,1564126,1585930,          ,          ,          ,48593115,26144154,22448961,18658,10232,8426,4,1,3,4,          ,4,1,          ,1,          ,          ,          ,          ,          ,          
6岁,11391015,6152504,5238511,2210188,1138309,1071879,          ,          ,          ,9180782,5014175,4166607,44,20,24,1,          ,1,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
7岁,12589534,6754481,5835053,521502,245150,276352,          ,          ,          ,12067990,6509309,5558681,41,22,19,          ,          ,          ,          ,          ,          ,1,          ,1,          ,          ,          ,          ,          ,          
8岁,13349121,7136746,6212375,248953,108906,140047,          ,          ,          ,13100077,7027800,6072277,89,39,50,2,1,1,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          
9岁,14432168,7674782,6757386,169413,71761,97652,          ,          ,          ,14244266,7592870,6651396,18484,10151,8333,1,          ,1,4,          ,4,          ,          ,          ,          ,          ,          ,          ,          ,          
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-14岁,89593749,46643432,42950317,838670,329509,509161,1,          ,1,61551604,31862185,29689419,26972961,14322397,12650564,207224,119864,87360,23267,9465,13802,9,6,3,13,6,7,          ,          ,          
10岁,19057329,10033100,9024229,179787,73885,105902,          ,          ,          ,18746118,9888722,8857396,131405,70489,60916,5,3,2,13,1,12,          ,          ,          ,1,          ,1,          ,          ,          
11岁,17997996,9369048,8628948,154820,61923,92897,          ,          ,          ,16873897,8798667,8075230,969187,508432,460755,28,16,12,57,8,49,4,2,2,3,          ,3,          ,          ,          
12岁,17479904,9074347,8405557,161755,63461,98294,1,          ,1,12960945,6723477,6237468,4357028,2287358,2069670,52,26,26,118,21,97,1,1,          ,4,3,1,          ,          ,          
13岁,18732645,9697318,9035327,171607,65760,105847,          ,          ,          ,8383899,4243566,4140333,10150240,5372830,4777410,23860,13835,10025,3038,1326,1712,1,1,          ,          ,          ,          ,          ,          ,          
14岁,16325875,8469619,7856256,170701,64480,106221,          ,          ,          ,4586745,2207753,2378992,11365101,6083288,5281813,183279,105984,77295,20041,8109,11932,3,2,1,5,3,2,          ,          ,          
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-19岁,60799580,31791259,29008321,835491,313002,522489,126603,44503,82100,11989183,5397062,6592121,40289220,21652120,18637100,5864715,3594127,2270588,1513210,693427,819783,143367,73424,69943,37556,23477,14079,235,117,118
15岁,13862606,7237068,6625538,167241,62391,104850,10836,4103,6733,2979320,1366736,1612584,9877436,5334880,4542556,726816,425303,301513,98693,42718,55975,2118,861,1257,146,76,70,          ,          ,          
16岁,12691019,6646727,6044292,161061,59987,101074,22779,7764,15015,2423592,1079522,1344070,8545244,4608102,3937142,1318492,792155,526337,213657,96415,117242,5680,2506,3174,512,276,236,2,          ,2
17岁,11347986,5969525,5378461,156696,59334,97362,25800,9123,16677,2106015,939136,1166879,7360253,3958293,3401960,1392710,861797,530913,288909,133058,155851,14638,7037,7601,2965,1747,1218,          ,          ,          
18岁,12543373,6571206,5972167,183506,69369,114137,34020,11764,22256,2379036,1068846,1310190,8007936,4285661,3722275,1438111,900016,538095,438837,202576,236261,47999,24183,23816,13923,8788,5135,5,3,2
